Institution,Address,City,State,Classification,EFMaleCount,EFFemaleCount,EFTotalCount,STUDENTAID_MEN,STUDENTAID_WOMEN,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,Participants_MEN_Baseball,Participants_MEN_Bskball,Participants_MEN_FldHcky,Participants_MEN_Football,Participants_MEN_Golf,Participants_MEN_IceHcky,Participants_MEN_Lacrsse,Participants_MEN_Soccer,Participants_MEN_Softball,Participants_MEN_Tennis,Participants_MEN_XCountry,Participants_MEN_Vollball,Participants_WOMEN_Baseball,Participants_WOMEN_Bskball,Participants_WOMEN_FldHcky,Participants_WOMEN_Football,Participants_WOMEN_Golf,Participants_WOMEN_IceHcky,Participants_WOMEN_Lacrsse,Participants_WOMEN_Soccer,Participants_WOMEN_Softball,Participants_WOMEN_Tennis,Participants_WOMEN_XCountry,Participants_WOMEN_Vollball,OPEXPPERTEAM_MEN_Baseball,OPEXPPERTEAM_MEN_Bskball,OPEXPPERTEAM_MEN_FldHcky,OPEXPPERTEAM_MEN_Football,OPEXPPERTEAM_MEN_Golf,OPEXPPERTEAM_MEN_IceHcky,OPEXPPERTEAM_MEN_Lacrsse,OPEXPPERTEAM_MEN_Soccer,OPEXPPERTEAM_MEN_Softball,OPEXPPERTEAM_MEN_Tennis,OPEXPPERTEAM_MEN_XCountry,OPEXPPERTEAM_MEN_Vollball,OPEXPPERTEAM_WOMEN_Baseball,OPEXPPERTEAM_WOMEN_Bskball,OPEXPPERTEAM_WOMEN_FldHcky,OPEXPPERTEAM_WOMEN_Football,OPEXPPERTEAM_WOMEN_Golf,OPEXPPERTEAM_WOMEN_IceHcky,OPEXPPERTEAM_WOMEN_Lacrsse,OPEXPPERTEAM_WOMEN_Soccer,OPEXPPERTEAM_WOMEN_Softball,OPEXPPERTEAM_WOMEN_Tennis,OPEXPPERTEAM_WOMEN_XCountry,OPEXPPERTEAM_WOMEN_Vollball,REV_MEN_Baseball,REV_MEN_Bskball,REV_MEN_FldHcky,REV_MEN_Football,REV_MEN_Golf,REV_MEN_IceHcky,REV_MEN_Lacrsse,REV_MEN_Soccer,REV_MEN_Softball,REV_MEN_Tennis,REV_MEN_XCountry,REV_MEN_Vollball,REV_WOMEN_Baseball,REV_WOMEN_Bskball,REV_WOMEN_FldHcky,REV_WOMEN_Football,REV_WOMEN_Golf,REV_WOMEN_IceHcky,REV_WOMEN_Lacrsse,REV_WOMEN_Soccer,REV_WOMEN_Softball,REV_WOMEN_Tennis,REV_WOMEN_XCountry,REV_WOMEN_Vollball,EXP_MEN_Baseball,EXP_MEN_Bskball,EXP_MEN_FldHcky,EXP_MEN_Football,EXP_MEN_Golf,EXP_MEN_IceHcky,EXP_MEN_Lacrsse,EXP_MEN_Soccer,EXP_MEN_Softball,EXP_MEN_Tennis,EXP_MEN_XCountry,EXP_MEN_Vollball,EXP_WOMEN_Baseball,EXP_WOMEN_Bskball,EXP_WOMEN_FldHcky,EXP_WOMEN_Football,EXP_WOMEN_Golf,EXP_WOMEN_IceHcky,EXP_WOMEN_Lacrsse,EXP_WOMEN_Soccer,EXP_WOMEN_Softball,EXP_WOMEN_Tennis,EXP_WOMEN_XCountry,EXP_WOMEN_Vollball
D'Youville College,320 Porter Ave,Buffalo,NY,NCAA Division II without football,289,786,1075,245049.0,317025.0,44,56,21627.0,23230.0,36.0,17.0,0.0,0.0,0.0,0.0,23.0,27.0,0.0,0.0,6.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,21.0,25.0,22.0,9.0,8.0,18.0,95027.0,78700.0,0.0,0.0,0.0,0.0,55124.0,62268.0,0.0,0.0,12659.0,43445.0,0.0,66377.0,0.0,0.0,0.0,0.0,53055.0,52848.0,68681.0,18542.0,11898.0,60063.0,184276.0,246952.0,0.0,0.0,0.0,0.0,159109.0,195562.0,0.0,0.0,25593.0,91988.0,0.0,193677.0,0.0,0.0,0.0,0.0,189693.0,177509.0,156519.0,62206.0,28160.0,148955.0,184276.0,245709.0,0.0,0.0,0.0,0.0,159109.0,195562.0,0.0,0.0,25593.0,91988.0,0.0,193110.0,0.0,0.0,0.0,0.0,189693.0,177509.0,156519.0,62206.0,28160.0,148955.0
Daemen College,4380 Main St,Amherst,NY,NCAA Division II without football,423,1143,1566,608738.0,662955.0,48,52,9129.0,11306.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,9.0,0.0,16.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,7.0,0.0,18.0,0.0,117549.0,0.0,0.0,0.0,0.0,0.0,38109.0,0.0,12592.0,0.0,35734.0,0.0,99196.0,0.0,0.0,0.0,0.0,0.0,46358.0,0.0,12079.0,0.0,72054.0,0.0,567203.0,0.0,0.0,0.0,0.0,0.0,355814.0,0.0,72021.0,0.0,197266.0,0.0,470886.0,0.0,0.0,0.0,0.0,0.0,299652.0,0.0,79021.0,0.0,389960.0,0.0,552002.0,0.0,0.0,0.0,0.0,0.0,348820.0,0.0,71143.0,0.0,161745.0,0.0,458020.0,0.0,0.0,0.0,0.0,0.0,291623.0,0.0,77629.0,0.0,387403.0
Dominican College of Blauvelt,470 Western Highway,Orangeburg,NY,NCAA Division II without football,367,698,1065,1404797.0,1309051.0,52,48,2790.0,3621.0,50.0,21.0,0.0,0.0,5.0,0.0,32.0,27.0,0.0,8.0,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,24.0,27.0,23.0,7.0,7.0,14.0,72622.0,61630.0,0.0,0.0,24194.0,0.0,66047.0,37028.0,0.0,16636.0,4796.0,0.0,0.0,46638.0,0.0,0.0,14367.0,0.0,48160.0,34240.0,33893.0,13371.0,4869.0,33809.0,362789.0,633139.0,0.0,0.0,115276.0,0.0,259998.0,312653.0,0.0,132610.0,20748.0,0.0,0.0,443778.0,0.0,0.0,87246.0,0.0,246240.0,327173.0,335467.0,87302.0,26821.0,140159.0,362789.0,633139.0,0.0,0.0,115276.0,0.0,259998.0,312653.0,0.0,132610.0,20748.0,0.0,0.0,443778.0,0.0,0.0,87246.0,0.0,246240.0,327173.0,335467.0,87302.0,26821.0,140159.0
Dutchess Community College,53 Pendell Rd,Poughkeepsie,NY,NJCAA Division III,1212,1274,2486,0.0,0.0,0,0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20666.0,32822.0,0.0,0.0,0.0,0.0,0.0,12436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16356.0,44048.0,50712.0,0.0,0.0,0.0,0.0,0.0,25086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28028.0,44048.0,50712.0,0.0,0.0,0.0,0.0,0.0,25086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28028.0
Elmira College,One Park Place,Elmira,NY,NCAA Division III without football,188,422,610,0.0,0.0,0,0,33847.0,29334.0,28.0,16.0,0.0,0.0,10.0,29.0,0.0,31.0,0.0,0.0,0.0,12.0,0.0,19.0,20.0,0.0,0.0,25.0,0.0,23.0,27.0,0.0,0.0,17.0,66379.0,43732.0,0.0,0.0,14259.0,111489.0,0.0,38350.0,0.0,0.0,0.0,48838.0,0.0,40825.0,32135.0,0.0,0.0,121977.0,0.0,36829.0,36813.0,0.0,0.0,37251.0,129763.0,125972.0,0.0,0.0,45637.0,233941.0,0.0,127059.0,0.0,0.0,0.0,111533.0,0.0,126897.0,74936.0,0.0,0.0,259635.0,0.0,103904.0,138074.0,0.0,0.0,101302.0,129763.0,125972.0,0.0,0.0,45637.0,233941.0,0.0,127059.0,0.0,0.0,0.0,111533.0,0.0,126897.0,74936.0,0.0,0.0,259635.0,0.0,103904.0,138074.0,0.0,0.0,101302.0
Erie Community College,121 Ellicott St,Buffalo,NY,NJCAA Division III,2285,2351,4636,7500.0,6000.0,56,44,4650.0,2023.0,33.0,15.0,0.0,52.0,0.0,22.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,12.0,58978.0,42172.0,0.0,104634.0,0.0,30751.0,0.0,20936.0,0.0,0.0,5416.0,0.0,0.0,13296.0,0.0,0.0,0.0,0.0,0.0,0.0,28001.0,0.0,2213.0,20772.0,107112.0,130205.0,0.0,240826.0,0.0,60744.0,0.0,40251.0,0.0,0.0,14810.0,0.0,0.0,98449.0,0.0,0.0,0.0,0.0,0.0,0.0,66131.0,0.0,6050.0,48048.0,107112.0,130205.0,0.0,240786.0,0.0,60744.0,0.0,40251.0,0.0,0.0,14810.0,0.0,0.0,98449.0,0.0,0.0,0.0,0.0,0.0,0.0,65771.0,0.0,6050.0,45048.0
Fashion Institute of Technology,227 W 27th St,New York,NY,NJCAA Division III,1111,5746,6857,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21386.0,0.0,8918.0,14336.0,17218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46112.0,0.0,23117.0,22322.0,37826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46112.0,0.0,23117.0,22322.0,37826.0
Finger Lakes Community College,3325 Marvin Sands Drive,Canandaigua,NY,NJCAA Division III,881,1106,1987,0.0,0.0,0,0,0.0,0.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,3.0,11.0,18096.0,15997.0,0.0,0.0,0.0,0.0,0.0,12772.0,0.0,0.0,6509.0,0.0,0.0,15516.0,0.0,0.0,0.0,0.0,0.0,11328.0,11560.0,0.0,3255.0,27447.0,27940.0,28000.0,0.0,0.0,0.0,0.0,0.0,23140.0,0.0,0.0,10687.0,0.0,0.0,25140.0,0.0,0.0,0.0,0.0,0.0,27140.0,25000.0,0.0,7903.0,45587.0,30636.0,30597.0,0.0,0.0,0.0,0.0,0.0,25012.0,0.0,0.0,11629.0,0.0,0.0,23756.0,0.0,0.0,0.0,0.0,0.0,22568.0,23660.0,0.0,8375.0,40747.0
Five Towns College,305 North Service Road,Dix Hills,NY,USCAA,344,152,496,0.0,0.0,0,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,9.0,0.0,26984.0,0.0,0.0,0.0,0.0,0.0,25603.0,0.0,0.0,5962.0,0.0,0.0,26984.0,0.0,0.0,0.0,0.0,0.0,12802.0,0.0,0.0,5962.0,21336.0,0.0,52470.0,0.0,0.0,0.0,0.0,0.0,61089.0,0.0,0.0,16448.0,0.0,0.0,52470.0,0.0,0.0,0.0,0.0,0.0,23288.0,0.0,0.0,16448.0,41822.0,0.0,52470.0,0.0,0.0,0.0,0.0,0.0,61089.0,0.0,0.0,16448.0,0.0,0.0,52470.0,0.0,0.0,0.0,0.0,0.0,23288.0,0.0,0.0,16448.0,41822.0
Fordham University,441 East Fordham Road,Bronx,NY,NCAA Division I-FCS,3852,5551,9403,8670159.0,7678029.0,53,47,757946.0,167362.0,35.0,17.0,0.0,94.0,10.0,0.0,0.0,32.0,0.0,10.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,9.0,0.0,16.0,323339.0,1190605.0,0.0,694037.0,40499.0,0.0,0.0,118557.0,0.0,29905.0,0.0,0.0,0.0,837618.0,0.0,0.0,0.0,0.0,0.0,108049.0,242580.0,40142.0,0.0,127273.0,1640888.0,6196401.0,0.0,7833065.0,68540.0,0.0,0.0,1365316.0,0.0,71637.0,0.0,0.0,0.0,4077065.0,0.0,0.0,0.0,0.0,0.0,1520472.0,1508556.0,794571.0,0.0,1324433.0,1640888.0,6196401.0,0.0,7833065.0,68540.0,0.0,0.0,1365316.0,0.0,71637.0,0.0,0.0,0.0,4077065.0,0.0,0.0,0.0,0.0,0.0,1520472.0,1508556.0,794571.0,0.0,1324433.0
Fulton-Montgomery Community College,2805 State Hwy 67,Johnstown,NY,NJCAA Division III,266,319,585,0.0,0.0,0,0,2119.0,1884.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0,27625.0,0.0,0.0,3255.0,0.0,0.0,18254.0,0.0,0.0,815.0,0.0,0.0,21610.0,0.0,0.0,0.0,0.0,0.0,16112.0,0.0,0.0,0.0,16688.0,0.0,37425.0,0.0,0.0,11755.0,0.0,0.0,30986.0,0.0,0.0,9315.0,0.0,0.0,33777.0,0.0,0.0,0.0,0.0,0.0,27243.0,0.0,0.0,0.0,25720.0,0.0,38951.0,0.0,0.0,9653.0,0.0,0.0,30100.0,0.0,0.0,7213.0,0.0,0.0,33777.0,0.0,0.0,0.0,0.0,0.0,27242.0,0.0,0.0,0.0,24180.0
Genesee Community College,One College Rd,Batavia,NY,NJCAA Division II,560,823,1383,28150.0,2680.0,91,9,4184.0,1967.0,28.0,15.0,0.0,0.0,0.0,0.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,16.0,25.0,13.0,0.0,0.0,12.0,22740.0,49605.0,0.0,0.0,0.0,0.0,36852.0,35313.0,0.0,0.0,0.0,0.0,0.0,21471.0,0.0,0.0,0.0,0.0,8150.0,23865.0,10386.0,0.0,0.0,10765.0,67646.0,65893.0,0.0,0.0,0.0,0.0,82568.0,50886.0,0.0,0.0,0.0,0.0,0.0,34745.0,0.0,0.0,0.0,0.0,26034.0,40600.0,23850.0,0.0,0.0,25413.0,67646.0,65893.0,0.0,0.0,0.0,0.0,82568.0,50886.0,0.0,0.0,0.0,0.0,0.0,34745.0,0.0,0.0,0.0,0.0,26034.0,40600.0,23850.0,0.0,0.0,25413.0
Hamilton College,198 College Hill Rd,Clinton,NY,NCAA Division III with football,941,1107,2048,0.0,0.0,0,0,54728.0,40630.0,36.0,15.0,0.0,86.0,21.0,27.0,44.0,34.0,0.0,13.0,22.0,0.0,0.0,15.0,31.0,0.0,9.0,28.0,29.0,31.0,18.0,15.0,16.0,14.0,115234.0,57818.0,0.0,204080.0,63515.0,105822.0,87236.0,56915.0,0.0,39983.0,12354.0,0.0,0.0,55724.0,66869.0,0.0,52476.0,98215.0,81503.0,74542.0,48026.0,47768.0,11975.0,47923.0,247472.0,242591.0,0.0,789895.0,108239.0,296704.0,237777.0,246856.0,0.0,114725.0,58595.0,0.0,0.0,213932.0,206088.0,0.0,97276.0,244987.0,268024.0,237099.0,185192.0,123328.0,48719.0,189024.0,247472.0,242591.0,0.0,789895.0,108239.0,296704.0,237777.0,246856.0,0.0,114725.0,58595.0,0.0,0.0,213932.0,206088.0,0.0,97276.0,244987.0,268024.0,237099.0,185192.0,123328.0,48719.0,189024.0
Hartwick College,One Hartwick Drive,Oneonta,NY,NCAA Division III with football,472,663,1135,0.0,0.0,0,0,41451.0,16783.0,0.0,15.0,0.0,97.0,0.0,0.0,42.0,22.0,0.0,0.0,7.0,0.0,0.0,13.0,24.0,0.0,0.0,0.0,18.0,24.0,0.0,10.0,12.0,16.0,0.0,28256.0,0.0,71110.0,0.0,0.0,41844.0,25423.0,0.0,0.0,5032.0,0.0,0.0,35267.0,26166.0,0.0,0.0,0.0,28194.0,25031.0,0.0,13892.0,8568.0,28857.0,0.0,102841.0,0.0,328405.0,0.0,0.0,163655.0,127116.0,0.0,0.0,11824.0,0.0,0.0,120840.0,99167.0,0.0,0.0,0.0,105387.0,101496.0,0.0,54378.0,20132.0,102906.0,0.0,102841.0,0.0,328405.0,0.0,0.0,163655.0,127116.0,0.0,0.0,11824.0,0.0,0.0,120840.0,99167.0,0.0,0.0,0.0,105387.0,101496.0,0.0,54378.0,20132.0,102906.0
Herkimer County Community College,100 Reservoir Rd,Herkimer,NY,NJCAA Division III,409,625,1034,0.0,0.0,0,0,7472.0,7472.0,32.0,15.0,0.0,0.0,5.0,0.0,20.0,32.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,16.0,22.0,6.0,5.0,12.0,47715.0,12565.0,0.0,0.0,1878.0,0.0,8862.0,11470.0,0.0,0.0,1711.0,0.0,0.0,11992.0,0.0,0.0,752.0,0.0,0.0,10202.0,19530.0,1325.0,1425.0,3032.0,58941.0,23791.0,0.0,0.0,12541.0,0.0,28950.0,22696.0,0.0,0.0,12794.0,0.0,0.0,23218.0,0.0,0.0,12541.0,0.0,0.0,21428.0,30756.0,12551.0,12794.0,14258.0,58941.0,23791.0,0.0,0.0,12541.0,0.0,28950.0,22696.0,0.0,0.0,12794.0,0.0,0.0,23218.0,0.0,0.0,12541.0,0.0,0.0,21428.0,30756.0,12551.0,12794.0,14258.0
Hilbert College,5200 S Park Ave,Hamburg,NY,NCAA Division III without football,302,398,700,0.0,0.0,0,0,7971.0,3035.0,36.0,19.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,8.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,0.0,7.0,12.0,64257.0,47311.0,0.0,0.0,0.0,0.0,27336.0,26459.0,0.0,0.0,2315.0,18081.0,0.0,30554.0,0.0,0.0,0.0,0.0,0.0,15544.0,28884.0,0.0,1735.0,14159.0,227612.0,189399.0,0.0,0.0,0.0,0.0,98231.0,148425.0,0.0,0.0,7600.0,59774.0,0.0,157724.0,0.0,0.0,0.0,0.0,0.0,41546.0,144331.0,0.0,7600.0,64483.0,170983.0,143311.0,0.0,0.0,0.0,0.0,96008.0,108897.0,0.0,0.0,7600.0,55923.0,0.0,112336.0,0.0,0.0,0.0,0.0,0.0,39227.0,86451.0,0.0,7600.0,52947.0
Hobart William Smith Colleges,300 Pulteney Street,Geneva,NY,NCAA Division III with football,786,835,1621,0.0,0.0,0,0,121698.0,43092.0,0.0,18.0,0.0,95.0,8.0,32.0,56.0,31.0,0.0,13.0,11.0,0.0,0.0,13.0,27.0,0.0,5.0,34.0,25.0,49.0,0.0,12.0,15.0,0.0,0.0,63571.0,0.0,137569.0,15892.0,176193.0,251246.0,94715.0,0.0,30181.0,10984.0,0.0,0.0,42442.0,41495.0,0.0,11093.0,88837.0,82386.0,90012.0,0.0,22985.0,13137.0,0.0,0.0,284676.0,0.0,643816.0,69346.0,495939.0,825373.0,334361.0,0.0,94928.0,29454.0,0.0,0.0,224500.0,241074.0,0.0,33517.0,254331.0,339852.0,347598.0,0.0,78601.0,44633.0,0.0,0.0,284676.0,0.0,643816.0,69346.0,495939.0,825373.0,334361.0,0.0,94928.0,29454.0,0.0,0.0,224500.0,241074.0,0.0,33517.0,254331.0,339852.0,347598.0,0.0,78601.0,44633.0,0.0
Hofstra University,100 Hofstra University,Hempstead,NY,NCAA Division I without football,2442,3288,5730,4300356.0,5558271.0,44,56,117100.0,67293.0,40.0,14.0,0.0,0.0,7.0,0.0,50.0,28.0,0.0,15.0,0.0,0.0,0.0,13.0,27.0,0.0,9.0,0.0,37.0,33.0,22.0,17.0,0.0,16.0,359007.0,576564.0,0.0,0.0,67753.0,0.0,186438.0,139668.0,0.0,55565.0,0.0,0.0,0.0,316567.0,66801.0,0.0,50766.0,0.0,166199.0,217098.0,225914.0,50589.0,0.0,134443.0,1509911.0,3311186.0,0.0,0.0,206075.0,0.0,1786390.0,1438649.0,0.0,228577.0,0.0,0.0,0.0,2339808.0,1144104.0,0.0,234954.0,0.0,1367009.0,1724206.0,1285349.0,238511.0,0.0,1378960.0,1509911.0,3311186.0,0.0,0.0,206075.0,0.0,1786390.0,1438649.0,0.0,228577.0,0.0,0.0,0.0,2339808.0,1144104.0,0.0,234954.0,0.0,1367009.0,1724206.0,1285349.0,238511.0,0.0,1378960.0
Houghton College,1 Willard Ave,Houghton,NY,NCAA Division III without football,297,510,807,0.0,0.0,0,0,11541.0,10385.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,11.0,0.0,0.0,0.0,12.0,17.0,0.0,0.0,0.0,0.0,21.0,18.0,9.0,0.0,17.0,36792.0,32236.0,0.0,0.0,0.0,0.0,0.0,25599.0,0.0,14275.0,0.0,0.0,0.0,24559.0,22829.0,0.0,0.0,0.0,0.0,30173.0,37329.0,14431.0,0.0,14174.0,72513.0,80351.0,0.0,0.0,0.0,0.0,0.0,65997.0,0.0,41612.0,0.0,0.0,0.0,69803.0,51086.0,0.0,0.0,0.0,0.0,74111.0,85719.0,41849.0,0.0,37493.0,72513.0,80351.0,0.0,0.0,0.0,0.0,0.0,65997.0,0.0,41612.0,0.0,0.0,0.0,69803.0,51086.0,0.0,0.0,0.0,0.0,74111.0,85719.0,41849.0,0.0,37493.0
Hudson Valley Community College,80 Vandenburgh Ave,Troy,NY,NJCAA Division III,2278,1874,4152,0.0,0.0,0,0,2574.0,1242.0,31.0,15.0,0.0,78.0,1.0,0.0,18.0,21.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,14.0,14.0,4.0,6.0,11.0,30408.0,21655.0,0.0,34068.0,861.0,0.0,15032.0,14629.0,0.0,0.0,13296.0,0.0,0.0,21484.0,0.0,0.0,861.0,0.0,0.0,15519.0,20564.0,2544.0,9971.0,10437.0,39495.0,37367.0,0.0,86692.0,4824.0,0.0,31840.0,24910.0,0.0,0.0,17688.0,0.0,0.0,35940.0,0.0,0.0,4824.0,0.0,0.0,27650.0,33513.0,9074.0,14363.0,21962.0,39495.0,37367.0,0.0,86692.0,4824.0,0.0,31840.0,24910.0,0.0,0.0,17688.0,0.0,0.0,35940.0,0.0,0.0,4824.0,0.0,0.0,27650.0,33513.0,9074.0,14363.0,21962.0
Iona College,715 North Ave,New Rochelle,NY,NCAA Division I-FCS,1231,1387,2618,2324074.0,3001113.0,44,56,151934.0,43720.0,32.0,16.0,0.0,0.0,10.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,30.0,38.0,19.0,0.0,0.0,18.0,101815.0,962664.0,0.0,0.0,58365.0,0.0,0.0,67548.0,0.0,0.0,0.0,0.0,0.0,306342.0,0.0,0.0,0.0,0.0,52248.0,63391.0,109559.0,0.0,0.0,58036.0,506670.0,4333614.0,0.0,0.0,162170.0,0.0,0.0,540053.0,0.0,0.0,0.0,0.0,0.0,2053468.0,0.0,0.0,0.0,0.0,443292.0,614400.0,576419.0,0.0,0.0,500901.0,506670.0,4333614.0,0.0,0.0,162170.0,0.0,0.0,540053.0,0.0,0.0,0.0,0.0,0.0,2053468.0,0.0,0.0,0.0,0.0,443292.0,614400.0,576419.0,0.0,0.0,500901.0
Ithaca College,953 Danby Road,Ithaca,NY,NCAA Division III with football,2107,2609,4716,0.0,0.0,0,0,63217.0,38239.0,49.0,15.0,0.0,123.0,0.0,0.0,44.0,33.0,0.0,9.0,18.0,0.0,0.0,20.0,28.0,0.0,5.0,0.0,27.0,33.0,19.0,15.0,20.0,17.0,162344.0,65547.0,0.0,161935.0,0.0,0.0,88365.0,48956.0,0.0,32731.0,18904.0,0.0,0.0,44224.0,42145.0,0.0,25750.0,0.0,90966.0,49406.0,63056.0,28799.0,13903.0,53416.0,325652.0,197875.0,0.0,565627.0,0.0,0.0,222640.0,171212.0,0.0,69618.0,54868.0,0.0,0.0,174758.0,190837.0,0.0,62902.0,0.0,202853.0,199348.0,205958.0,62689.0,40315.0,138834.0,325652.0,197875.0,0.0,565627.0,0.0,0.0,222640.0,171212.0,0.0,69618.0,54868.0,0.0,0.0,174758.0,190837.0,0.0,62902.0,0.0,202853.0,199348.0,205958.0,62689.0,40315.0,138834.0
Jefferson Community College,1220 Coffeen St,Watertown,NY,NJCAA Division III,457,736,1193,0.0,0.0,0,0,770.0,3028.0,25.0,11.0,0.0,0.0,8.0,0.0,0.0,19.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,17.0,12.0,0.0,0.0,11.0,39735.0,27850.0,0.0,0.0,10090.0,0.0,0.0,13800.0,0.0,0.0,2000.0,0.0,0.0,29900.0,0.0,0.0,5820.0,0.0,0.0,17000.0,30400.0,0.0,0.0,37400.0,50393.0,38620.0,0.0,0.0,11620.0,0.0,0.0,22740.0,0.0,0.0,8259.0,0.0,0.0,42870.0,0.0,0.0,6970.0,0.0,0.0,24610.0,41450.0,0.0,0.0,46260.0,50393.0,38620.0,0.0,0.0,11620.0,0.0,0.0,22740.0,0.0,0.0,8259.0,0.0,0.0,42870.0,0.0,0.0,6970.0,0.0,0.0,24610.0,41450.0,0.0,0.0,46260.0
Keuka College,141 Central Avenue,Keuka Park,NY,NCAA Division III without football,267,766,1033,0.0,0.0,0,0,7944.0,8962.0,32.0,20.0,0.0,0.0,7.0,0.0,30.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,7.0,0.0,17.0,28.0,13.0,0.0,7.0,18.0,46804.0,43225.0,0.0,0.0,5262.0,0.0,41538.0,30377.0,0.0,0.0,0.0,0.0,0.0,39608.0,23905.0,0.0,5262.0,0.0,24242.0,35666.0,30460.0,0.0,7674.0,35530.0,97767.0,89242.0,0.0,0.0,15294.0,0.0,110499.0,74682.0,0.0,0.0,0.0,0.0,0.0,84025.0,64509.0,0.0,15293.0,0.0,71413.0,78523.0,74818.0,0.0,23550.0,73062.0,97767.0,89242.0,0.0,0.0,15294.0,0.0,110499.0,74682.0,0.0,0.0,0.0,0.0,0.0,84025.0,64509.0,0.0,15293.0,0.0,71413.0,78523.0,74818.0,0.0,23550.0,73062.0
Le Moyne College,1419 Salt Springs Rd,Syracuse,NY,NCAA Division II without football,926,1364,2290,1961314.0,2012659.0,49,51,27027.0,15886.0,33.0,15.0,0.0,0.0,12.0,0.0,60.0,26.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,31.0,24.0,18.0,7.0,0.0,15.0,140242.0,106133.0,0.0,0.0,74911.0,0.0,207221.0,61535.0,0.0,41504.0,0.0,0.0,0.0,89375.0,0.0,0.0,53445.0,0.0,85965.0,55166.0,103754.0,26604.0,0.0,50801.0,617821.0,831326.0,0.0,0.0,165415.0,0.0,989379.0,532629.0,0.0,183802.0,0.0,0.0,0.0,713839.0,0.0,0.0,100006.0,0.0,673601.0,499868.0,499638.0,124010.0,0.0,334123.0,593893.0,790048.0,0.0,0.0,133762.0,0.0,877513.0,501487.0,0.0,185302.0,0.0,0.0,0.0,688563.0,0.0,0.0,86718.0,0.0,688137.0,489220.0,479488.0,124535.0,0.0,328270.0
